TF,Target
AT3G59060,AT5G62660
AT3G59060,AT5G62670
AT3G59060,AT5G62880
AT3G59060,AT5G63650
AT3G59060,AT5G63660
AT3G59060,AT5G64210
AT3G59060,AT5G64220
AT3G59060,AT5G64250
AT3G59060,AT5G64260
AT3G59060,AT5G64750
AT3G59060,AT5G65140
AT3G59060,AT5G65280
AT3G59060,AT5G65290
AT3G59060,AT5G65300
AT3G59060,AT5G65305
AT3G59060,AT5G65640
AT3G59060,AT5G66080
AT3G59060,AT5G66090
AT3G59060,AT5G66580
AT3G59060,AT5G66590
AT3G59060,AT5G66620
AT3G59060,AT5G66640
AT3G59060,AT5G66880
AT3G59060,AT5G67190
AT3G59060,AT5G67290
AT3G59060,AT5G67300
AT3G59060,AT5G67411
