TF,Target
AT3G59060,AT1G20450
AT3G59060,AT1G20460
AT3G59060,AT1G20610
AT3G59060,AT1G20620
AT3G59060,AT1G20890
AT3G59060,AT1G20900
AT3G59060,AT1G21040
AT3G59060,AT1G21050
AT3G59060,AT1G21060
AT3G59060,AT1G21830
AT3G59060,AT1G21835
AT3G59060,AT1G22060
AT3G59060,AT1G22065
AT3G59060,AT1G22180
AT3G59060,AT1G22190
AT3G59060,AT1G22460
AT3G59060,AT1G22660
AT3G59060,AT1G23000
AT3G59060,AT1G23020
AT3G59060,AT1G23030
AT3G59060,AT1G23700
AT3G59060,AT1G23710
AT3G59060,AT1G23860
AT3G59060,AT1G23870
AT3G59060,AT1G24147
AT3G59060,AT1G24170
AT3G59060,AT1G24260
AT3G59060,AT1G24265
AT3G59060,AT1G24590
AT3G59060,AT1G24600
AT3G59060,AT1G25275
AT3G59060,AT1G26150
AT3G59060,AT1G27210
AT3G59060,AT1G28180
AT3G59060,AT1G28330
AT3G59060,AT1G28335
AT3G59060,AT1G29395
AT3G59060,AT1G29860
AT3G59060,AT1G30440
AT3G59060,AT1G30690
AT3G59060,AT1G33060
AT3G59060,AT1G33070
AT3G59060,AT1G33240
AT3G59060,AT1G36060
AT3G59060,AT1G36936
AT3G59060,AT1G36940
AT3G59060,AT1G42420
AT3G59060,AT1G48330
AT3G59060,AT1G49500
AT3G59060,AT1G49510
AT3G59060,AT1G49780
AT3G59060,AT1G50450
AT3G59060,AT1G50460
AT3G59060,AT1G51130
AT3G59060,AT1G52185
AT3G59060,AT1G52190
AT3G59060,AT1G52855
AT3G59060,AT1G52890
AT3G59060,AT1G53090
AT3G59060,AT1G54100
AT3G59060,AT1G54110
AT3G59060,AT1G54120
AT3G59060,AT1G54210
AT3G59060,AT1G55020
AT3G59060,AT1G55700
AT3G59060,AT1G56220
AT3G59060,AT1G56590
AT3G59060,AT1G56600
AT3G59060,AT1G59910
AT3G59060,AT1G60150
AT3G59060,AT1G60180
AT3G59060,AT1G60190
AT3G59060,AT1G61660
AT3G59060,AT1G62420
AT3G59060,AT1G62480
AT3G59060,AT1G63090
AT3G59060,AT1G63720
AT3G59060,AT1G63730
AT3G59060,AT1G64080
AT3G59060,AT1G64090
AT3G59060,AT1G64650
AT3G59060,AT1G64660
AT3G59060,AT1G64980
AT3G59060,AT1G66500
AT3G59060,AT1G66510
AT3G59060,AT1G66560
AT3G59060,AT1G66890
AT3G59060,AT1G67590
AT3G59060,AT1G67880
AT3G59060,AT1G67890
AT3G59060,AT1G68020
AT3G59060,AT1G68190
AT3G59060,AT1G68550
AT3G59060,AT1G68560
AT3G59060,AT1G68620
AT3G59060,AT1G68660
AT3G59060,AT1G68670
AT3G59060,AT1G68800
AT3G59060,AT1G69010
AT3G59060,AT1G69030
AT3G59060,AT1G69150
AT3G59060,AT1G69160
AT3G59060,AT1G69260
AT3G59060,AT1G69420
AT3G59060,AT1G69570
AT3G59060,AT1G69920
AT3G59060,AT1G70280
AT3G59060,AT1G70290
AT3G59060,AT1G70300
AT3G59060,AT1G70300
AT3G59060,AT1G70420
AT3G59060,AT1G70430
AT3G59060,AT1G70560
AT3G59060,AT1G70740
AT3G59060,AT1G70770
AT3G59060,AT1G70782
AT3G59060,AT1G70790
AT3G59060,AT1G71520
AT3G59060,AT1G71695
AT3G59060,AT1G72180
AT3G59060,AT1G72450
AT3G59060,AT1G72460
AT3G59060,AT1G72470
AT3G59060,AT1G72490
AT3G59060,AT1G72810
AT3G59060,AT1G72820
AT3G59060,AT1G73080
AT3G59060,AT1G73120
AT3G59060,AT1G73130
AT3G59060,AT1G73210
AT3G59060,AT1G73480
AT3G59060,AT1G73540
AT3G59060,AT1G73660
AT3G59060,AT1G73670
AT3G59060,AT1G73660
AT3G59060,AT1G73670
AT3G59060,AT1G74088
AT3G59060,AT1G74690
AT3G59060,AT1G74700
AT3G59060,AT1G75170
AT3G59060,AT1G75388
AT3G59060,AT1G75450
AT3G59060,AT1G75460
AT3G59060,AT1G75480
AT3G59060,AT1G75490
AT3G59060,AT1G75820
AT3G59060,AT1G75830
AT3G59060,AT1G76090
AT3G59060,AT1G76240
AT3G59060,AT1G76500
AT3G59060,AT1G76600
AT3G59060,AT1G76620
AT3G59060,AT1G77280
AT3G59060,AT1G77290
AT3G59060,AT1G77450
AT3G59060,AT1G78080
AT3G59060,AT1G78140
AT3G59060,AT1G78150
AT3G59060,AT1G78250
AT3G59060,AT1G78260
AT3G59060,AT1G78440
AT3G59060,AT1G78700
AT3G59060,AT1G79360
AT3G59060,AT1G79370
AT3G59060,AT1G79410
AT3G59060,AT1G79420
AT3G59060,AT1G79530
AT3G59060,AT1G79580
AT3G59060,AT1G79590
AT3G59060,AT1G80240
AT3G59060,AT1G80280
AT3G59060,AT1G80290
AT3G59060,AT1G80300
AT3G59060,AT1G80390
AT3G59060,AT1G80400
AT3G59060,AT1G80420
AT3G59060,AT1G80440
AT3G59060,AT2G01140
AT3G59060,AT2G01150
AT3G59060,AT2G01570
AT3G59060,AT2G01570
AT3G59060,AT2G01670
AT3G59060,AT2G02170
AT3G59060,AT2G02180
AT3G59060,AT2G02860
AT3G59060,AT2G02870
AT3G59060,AT2G02860
AT3G59060,AT2G02870
AT3G59060,AT2G03120
AT3G59060,AT2G03700
AT3G59060,AT2G03710
AT3G59060,AT2G10940
AT3G59060,AT2G14210
AT3G59060,AT2G16720
AT3G59060,AT2G18090
AT3G59060,AT2G18170
AT3G59060,AT2G18193
AT3G59060,AT2G18550
AT3G59060,AT2G18700
AT3G59060,AT2G18780
AT3G59060,AT2G18790
AT3G59060,AT2G19180
AT3G59060,AT2G19460
AT3G59060,AT2G19806
AT3G59060,AT2G20515
AT3G59060,AT2G20520
AT3G59060,AT2G21660
AT3G59060,AT2G22010
AT3G59060,AT2G22030
AT3G59060,AT2G22770
AT3G59060,AT2G22795
AT3G59060,AT2G22830
AT3G59060,AT2G22840
AT3G59060,AT2G23000
AT3G59060,AT2G23290
AT3G59060,AT2G23320
AT3G59060,AT2G23450
AT3G59060,AT2G23460
AT3G59060,AT2G24270
AT3G59060,AT2G24280
AT3G59060,AT2G25460
AT3G59060,AT2G25470
AT3G59060,AT2G25900
AT3G59060,AT2G26120
AT3G59060,AT2G27680
AT3G59060,AT2G27690
AT3G59060,AT2G28056
AT3G59060,AT2G28355
AT3G59060,AT2G29980
AT3G59060,AT2G30340
AT3G59060,AT2G31010
AT3G59060,AT2G31953
AT3G59060,AT2G31981
AT3G59060,AT2G32140
AT3G59060,AT2G32150
AT3G59060,AT2G32415
AT3G59060,AT2G32430
AT3G59060,AT2G32660
AT3G59060,AT2G32670
AT3G59060,AT2G32930
AT3G59060,AT2G33040
AT3G59060,AT2G33050
AT3G59060,AT2G33175
AT3G59060,AT2G33180
AT3G59060,AT2G33800
AT3G59060,AT2G33810
AT3G59060,AT2G34490
AT3G59060,AT2G35208
AT3G59060,AT2G35930
AT3G59060,AT2G35950
AT3G59060,AT2G36050
AT3G59060,AT2G36053
AT3G59060,AT2G36410
AT3G59060,AT2G37940
AT3G59060,AT2G38000
AT3G59060,AT2G38010
AT3G59060,AT2G38400
AT3G59060,AT2G38465
AT3G59060,AT2G38470
AT3G59060,AT2G39180
AT3G59060,AT2G39190
AT3G59060,AT2G39450
AT3G59060,AT2G39460
AT3G59060,AT2G39705
AT3G59060,AT2G39770
AT3G59060,AT2G39860
AT3G59060,AT2G40008
AT3G59060,AT2G40470
AT3G59060,AT2G40540
AT3G59060,AT2G40940
AT3G59060,AT2G40970
AT3G59060,AT2G40980
AT3G59060,AT2G41070
AT3G59060,AT2G41240
AT3G59060,AT2G41500
AT3G59060,AT2G41745
AT3G59060,AT2G42280
AT3G59060,AT2G42365
AT3G59060,AT2G42610
AT3G59060,AT2G43000
AT3G59060,AT2G43010
AT3G59060,AT2G43140
AT3G59060,AT2G43340
AT3G59060,AT2G43680
AT3G59060,AT2G43710
AT3G59060,AT2G44070
AT3G59060,AT2G44080
AT3G59060,AT2G44490
AT3G59060,AT2G44500
AT3G59060,AT2G44660
AT3G59060,AT2G44670
AT3G59060,AT2G44760
AT3G59060,AT2G44770
AT3G59060,AT2G44910
AT3G59060,AT2G44920
AT3G59060,AT2G44910
AT3G59060,AT2G44920
AT3G59060,AT2G45200
AT3G59060,AT2G45210
AT3G59060,AT2G45760
AT3G59060,AT2G45770
AT3G59060,AT2G45820
AT3G59060,AT2G45830
AT3G59060,AT2G45950
AT3G59060,AT2G45960
AT3G59060,AT2G46225
AT3G59060,AT2G46340
AT3G59060,AT2G46360
AT3G59060,AT2G46410
AT3G59060,AT2G46420
AT3G59060,AT2G46510
AT3G59060,AT2G46520
AT3G59060,AT2G46770
AT3G59060,AT2G46780
AT3G59060,AT2G46970
AT3G59060,AT2G47000
AT3G59060,AT2G47010
AT3G59060,AT2G47430
AT3G59060,AT2G47440
AT3G59060,AT2G47430
AT3G59060,AT2G47440
AT3G59060,AT2G48020
AT3G59060,AT3G02140
AT3G59060,AT3G02150
AT3G59060,AT3G02170
AT3G59060,AT3G02180
AT3G59060,AT3G02550
AT3G59060,AT3G02570
AT3G59060,AT3G02580
AT3G59060,AT3G03310
AT3G59060,AT3G03320
AT3G59060,AT3G03790
AT3G59060,AT3G04210
AT3G59060,AT3G04910
AT3G59060,AT3G05130
AT3G59060,AT3G05220
AT3G59060,AT3G05640
AT3G59060,AT3G05820
AT3G59060,AT3G05830
AT3G59060,AT3G05880
AT3G59060,AT3G05890
AT3G59060,AT3G05905
AT3G59060,AT3G06125
AT3G59060,AT3G06500
AT3G59060,AT3G06500
AT3G59060,AT3G06750
AT3G59060,AT3G06760
AT3G59060,AT3G06750
AT3G59060,AT3G06760
AT3G59060,AT3G06868
AT3G59060,AT3G07340
AT3G59060,AT3G07350
AT3G59060,AT3G07360
AT3G59060,AT3G07380
AT3G59060,AT3G07390
AT3G59060,AT3G07380
AT3G59060,AT3G07390
AT3G59060,AT3G07760
AT3G59060,AT3G09680
AT3G59060,AT3G09690
AT3G59060,AT3G09975
AT3G59060,AT3G10010
AT3G59060,AT3G10015
AT3G59060,AT3G10415
AT3G59060,AT3G10420
AT3G59060,AT3G10960
AT3G59060,AT3G11410
AT3G59060,AT3G11415
AT3G59060,AT3G11490
AT3G59060,AT3G11590
AT3G59060,AT3G11700
AT3G59060,AT3G11770
AT3G59060,AT3G11910
AT3G59060,AT3G11920
AT3G59060,AT3G12120
AT3G59060,AT3G12300
AT3G59060,AT3G12320
AT3G59060,AT3G12560
AT3G59060,AT3G12570
AT3G59060,AT3G12590
AT3G59060,AT3G12600
AT3G59060,AT3G12920
AT3G59060,AT3G12930
AT3G59060,AT3G13810
AT3G59060,AT3G13970
AT3G59060,AT3G14050
AT3G59060,AT3G14205
AT3G59060,AT3G14240
AT3G59060,AT3G14350
AT3G59060,AT3G14360
AT3G59060,AT3G14450
AT3G59060,AT3G14590
AT3G59060,AT3G14595
AT3G59060,AT3G15200
AT3G59060,AT3G15210
AT3G59060,AT3G15540
AT3G59060,AT3G15790
AT3G59060,AT3G16620
AT3G59060,AT3G17110
AT3G59060,AT3G17510
AT3G59060,AT3G17580
AT3G59060,AT3G17850
AT3G59060,AT3G17860
AT3G59060,AT3G18035
AT3G59060,AT3G18040
AT3G59060,AT3G18080
AT3G59060,AT3G18250
AT3G59060,AT3G18485
AT3G59060,AT3G18518
AT3G59060,AT3G18710
AT3G59060,AT3G19270
AT3G59060,AT3G19274
AT3G59060,AT3G19380
AT3G59060,AT3G19390
AT3G59060,AT3G19420
AT3G59060,AT3G19530
AT3G59060,AT3G19540
AT3G59060,AT3G19580
AT3G59060,AT3G19590
AT3G59060,AT3G19820
AT3G59060,AT3G20250
AT3G59060,AT3G20640
AT3G59060,AT3G20820
AT3G59060,AT3G21070
AT3G59060,AT3G21320
AT3G59060,AT3G21320
AT3G59060,AT3G21330
AT3G59060,AT3G22410
AT3G59060,AT3G22415
AT3G59060,AT3G22820
AT3G59060,AT3G22830
AT3G59060,AT3G22890
AT3G59060,AT3G23030
AT3G59060,AT3G23040
AT3G59060,AT3G23050
AT3G59060,AT3G23085
AT3G59060,AT3G23230
AT3G59060,AT3G23637
AT3G59060,AT3G23640
AT3G59060,AT3G23910
AT3G59060,AT3G23920
AT3G59060,AT3G24040
AT3G59060,AT3G24050
AT3G59060,AT3G24503
AT3G59060,AT3G24840
AT3G59060,AT3G25610
AT3G59060,AT3G26210
AT3G59060,AT3G26511
AT3G59060,AT3G26511
AT3G59060,AT3G26530
AT3G59060,AT3G27170
AT3G59060,AT3G27210
AT3G59060,AT3G27680
AT3G59060,AT3G27690
AT3G59060,AT3G27960
AT3G59060,AT3G29320
AT3G59060,AT3G29575
AT3G59060,AT3G29648
AT3G59060,AT3G30775
AT3G59060,AT3G44310
AT3G59060,AT3G45730
AT3G59060,AT3G46590
AT3G59060,AT3G46620
AT3G59060,AT3G47420
AT3G59060,AT3G47430
AT3G59060,AT3G47620
AT3G59060,AT3G47940
AT3G59060,AT3G47950
AT3G59060,AT3G48260
AT3G59060,AT3G48270
AT3G59060,AT3G49770
AT3G59060,AT3G49780
AT3G59060,AT3G49950
AT3G59060,AT3G50060
AT3G59060,AT3G50337
AT3G59060,AT3G50340
AT3G59060,AT3G50350
AT3G59060,AT3G50620
AT3G59060,AT3G50625
AT3G59060,AT3G50660
AT3G59060,AT3G50665
AT3G59060,AT3G50660
AT3G59060,AT3G50665
AT3G59060,AT3G50800
AT3G59060,AT3G50870
AT3G59060,AT3G51200
AT3G59060,AT3G51210
AT3G59060,AT3G51360
AT3G59060,AT3G51370
AT3G59060,AT3G51660
AT3G59060,AT3G51670
AT3G59060,AT3G52500
AT3G59060,AT3G53170
AT3G59060,AT3G53180
AT3G59060,AT3G53380
AT3G59060,AT3G53390
AT3G59060,AT3G53420
AT3G59060,AT3G54000
AT3G59060,AT3G54804
AT3G59060,AT3G54810
AT3G59060,AT3G54960
AT3G59060,AT3G55240
AT3G59060,AT3G55250
AT3G59060,AT3G55430
AT3G59060,AT3G55440
AT3G59060,AT3G55573
AT3G59060,AT3G55580
AT3G59060,AT3G55610
AT3G59060,AT3G55620
AT3G59060,AT3G55730
AT3G59060,AT3G55734
AT3G59060,AT3G55840
AT3G59060,AT3G55980
AT3G59060,AT3G56050
AT3G59060,AT3G56275
AT3G59060,AT3G56710
AT3G59060,AT3G56720
AT3G59060,AT3G56710
AT3G59060,AT3G56720
AT3G59060,AT3G57400
AT3G59060,AT3G57520
AT3G59060,AT3G57800
AT3G59060,AT3G57810
AT3G59060,AT3G57870
AT3G59060,AT3G58193
AT3G59060,AT3G58620
AT3G59060,AT3G58640
AT3G59060,AT3G58850
AT3G59060,AT3G60190
AT3G59060,AT3G60200
AT3G59060,AT3G60220
AT3G59060,AT3G60390
AT3G59060,AT3G60400
AT3G59060,AT3G60390
AT3G59060,AT3G60400
AT3G59060,AT3G60400
AT3G59060,AT3G60647
AT3G59060,AT3G61060
AT3G59060,AT3G61185
AT3G59060,AT3G61460
AT3G59060,AT3G61470
AT3G59060,AT3G61571
AT3G59060,AT3G61580
AT3G59060,AT3G61960
AT3G59060,AT3G62070
AT3G59060,AT3G62080
AT3G59060,AT3G62090
AT3G59060,AT3G62570
AT3G59060,AT3G62580
AT3G59060,AT3G62620
AT3G59060,AT3G62700
AT3G59060,AT4G00740
AT3G59060,AT4G00750
AT3G59060,AT4G00810
AT3G59060,AT4G00820
AT3G59060,AT4G01250
AT3G59060,AT4G01245
AT3G59060,AT4G01400
AT3G59060,AT4G01410
AT3G59060,AT4G01530
AT3G59060,AT4G03010
AT3G59060,AT4G03280
AT3G59060,AT4G03390
AT3G59060,AT4G03415
AT3G59060,AT4G03420
AT3G59060,AT4G04210
AT3G59060,AT4G04330
AT3G59060,AT4G04340
AT3G59060,AT4G05010
AT3G59060,AT4G05180
AT3G59060,AT4G05190
AT3G59060,AT4G11050
AT3G59060,AT4G11330
AT3G59060,AT4G11820
AT3G59060,AT4G12120
AT3G59060,AT4G12130
AT3G59060,AT4G12420
AT3G59060,AT4G12423
AT3G59060,AT4G13540
AT3G59060,AT4G14130
AT3G59060,AT4G14135
AT3G59060,AT4G14470
AT3G59060,AT4G14470
AT3G59060,AT4G14680
AT3G59060,AT4G14690
AT3G59060,AT4G14900
AT3G59060,AT4G14980
AT3G59060,AT4G15233
AT3G59060,AT4G16490
AT3G59060,AT4G16500
AT3G59060,AT4G16510
AT3G59060,AT4G16770
AT3G59060,AT4G16770
AT3G59060,AT4G16780
AT3G59060,AT4G17280
AT3G59060,AT4G17300
AT3G59060,AT4G17490
AT3G59060,AT4G17500
AT3G59060,AT4G17490
AT3G59060,AT4G17500
AT3G59060,AT4G17800
AT3G59060,AT4G17810
AT3G59060,AT4G17820
AT3G59060,AT4G17830
AT3G59060,AT4G18170
AT3G59060,AT4G18540
AT3G59060,AT4G18630
AT3G59060,AT4G18815
AT3G59060,AT4G18820
AT3G59060,AT4G18815
AT3G59060,AT4G18820
AT3G59060,AT4G18880
AT3G59060,AT4G18890
AT3G59060,AT4G18950
AT3G59060,AT4G19040
AT3G59060,AT4G19230
AT3G59060,AT4G19390
AT3G59060,AT4G19395
AT3G59060,AT4G19420
AT3G59060,AT4G19430
AT3G59060,AT4G19700
AT3G59060,AT4G21500
AT3G59060,AT4G22000
AT3G59060,AT4G22010
AT3G59060,AT4G22592
AT3G59060,AT4G22730
AT3G59060,AT4G22980
AT3G59060,AT4G24660
AT3G59060,AT4G25260
AT3G59060,AT4G25280
AT3G59060,AT4G25380
AT3G59060,AT4G25470
AT3G59060,AT4G25480
AT3G59060,AT4G25490
AT3G59060,AT4G25500
AT3G59060,AT4G25520
AT3G59060,AT4G25530
AT3G59060,AT4G25620
AT3G59060,AT4G25630
AT3G59060,AT4G26210
AT3G59060,AT4G26690
AT3G59060,AT4G26700
AT3G59060,AT4G26940
AT3G59060,AT4G27300
AT3G59060,AT4G27310
AT3G59060,AT4G27330
AT3G59060,AT4G27950
AT3G59060,AT4G28080
AT3G59060,AT4G28085
AT3G59060,AT4G28240
AT3G59060,AT4G28290
AT3G59060,AT4G28300
AT3G59060,AT4G28720
AT3G59060,AT4G29090
AT3G59060,AT4G29130
AT3G59060,AT4G29130
AT3G59060,AT4G29190
AT3G59060,AT4G29700
AT3G59060,AT4G30180
AT3G59060,AT4G30410
AT3G59060,AT4G30420
AT3G59060,AT4G30460
AT3G59060,AT4G30470
AT3G59060,AT4G30490
AT3G59060,AT4G30500
AT3G59060,AT4G30950
AT3G59060,AT4G30960
AT3G59060,AT4G31370
AT3G59060,AT4G31380
AT3G59060,AT4G31390
AT3G59060,AT4G31820
AT3G59060,AT4G32020
AT3G59060,AT4G32272
AT3G59060,AT4G32280
AT3G59060,AT4G32290
AT3G59060,AT4G32295
AT3G59060,AT4G32480
AT3G59060,AT4G32800
AT3G59060,AT4G33240
AT3G59060,AT4G33467
AT3G59060,AT4G33990
AT3G59060,AT4G34000
AT3G59060,AT4G34230
AT3G59060,AT4G34240
AT3G59060,AT4G34320
AT3G59060,AT4G34410
AT3G59060,AT4G34540
AT3G59060,AT4G34710
AT3G59060,AT4G35090
AT3G59060,AT4G35100
AT3G59060,AT4G35470
AT3G59060,AT4G35850
AT3G59060,AT4G35900
AT3G59060,AT4G35920
AT3G59060,AT4G35930
AT3G59060,AT4G36030
AT3G59060,AT4G36360
AT3G59060,AT4G36370
AT3G59060,AT4G36670
AT3G59060,AT4G36730
AT3G59060,AT4G36770
AT3G59060,AT4G36780
AT3G59060,AT4G36790
AT3G59060,AT4G36780
AT3G59060,AT4G36790
AT3G59060,AT4G36860
AT3G59060,AT4G37250
AT3G59060,AT4G37250
AT3G59060,AT4G37390
AT3G59060,AT4G37540
AT3G59060,AT4G37550
AT3G59060,AT4G37840
AT3G59060,AT4G37940
AT3G59060,AT4G37950
AT3G59060,AT4G37990
AT3G59060,AT4G39040
AT3G59060,AT4G39050
AT3G59060,AT4G39400
AT3G59060,AT4G39404
AT3G59060,AT4G39630
AT3G59060,AT4G39640
AT3G59060,AT4G39800
AT3G59060,AT5G01070
AT3G59060,AT5G01250
AT3G59060,AT5G01260
AT3G59060,AT5G01380
AT3G59060,AT5G01560
AT3G59060,AT5G01570
AT3G59060,AT5G02200
AT3G59060,AT5G02260
AT3G59060,AT5G02570
AT3G59060,AT5G02580
AT3G59060,AT5G02590
AT3G59060,AT5G03140
AT3G59060,AT5G03210
AT3G59060,AT5G03210
AT3G59060,AT5G03330
AT3G59060,AT5G04110
AT3G59060,AT5G04120
AT3G59060,AT5G04590
AT3G59060,AT5G05440
AT3G59060,AT5G05590
AT3G59060,AT5G05598
AT3G59060,AT5G05690
AT3G59060,AT5G05965
AT3G59060,AT5G05970
AT3G59060,AT5G06530
AT3G59060,AT5G06970
AT3G59060,AT5G06980
AT3G59060,AT5G07010
AT3G59060,AT5G07300
AT3G59060,AT5G08130
AT3G59060,AT5G08139
AT3G59060,AT5G08130
AT3G59060,AT5G08139
AT3G59060,AT5G08130
AT3G59060,AT5G08139
AT3G59060,AT5G08139
AT3G59060,AT5G08790
AT3G59060,AT5G09810
AT3G59060,AT5G10740
AT3G59060,AT5G10745
AT3G59060,AT5G11080
AT3G59060,AT5G11090
AT3G59060,AT5G11970
AT3G59060,AT5G11977
AT3G59060,AT5G12930
AT3G59060,AT5G12940
AT3G59060,AT5G13730
AT3G59060,AT5G13740
AT3G59060,AT5G13760
AT3G59060,AT5G14180
AT3G59060,AT5G14200
AT3G59060,AT5G14420
AT3G59060,AT5G14430
AT3G59060,AT5G14690
AT3G59060,AT5G14770
AT3G59060,AT5G14780
AT3G59060,AT5G15260
AT3G59060,AT5G15265
AT3G59060,AT5G15830
AT3G59060,AT5G15970
AT3G59060,AT5G16010
AT3G59060,AT5G16023
AT3G59060,AT5G16030
AT3G59060,AT5G16110
AT3G59060,AT5G16120
AT3G59060,AT5G16200
AT3G59060,AT5G17700
AT3G59060,AT5G18650
AT3G59060,AT5G18860
AT3G59060,AT5G21940
AT3G59060,AT5G21990
AT3G59060,AT5G23860
AT3G59060,AT5G24600
AT3G59060,AT5G24610
AT3G59060,AT5G25451
AT3G59060,AT5G25460
AT3G59060,AT5G26146
AT3G59060,AT5G27210
AT3G59060,AT5G27220
AT3G59060,AT5G28143
AT3G59060,AT5G28145
AT3G59060,AT5G28300
AT3G59060,AT5G28646
AT3G59060,AT5G37970
AT3G59060,AT5G37980
AT3G59060,AT5G38420
AT3G59060,AT5G39860
AT3G59060,AT5G40340
AT3G59060,AT5G40348
AT3G59060,AT5G41110
AT3G59060,AT5G41130
AT3G59060,AT5G41140
AT3G59060,AT5G41590
AT3G59060,AT5G41600
AT3G59060,AT5G41730
AT3G59060,AT5G41740
AT3G59060,AT5G42380
AT3G59060,AT5G42390
AT3G59060,AT5G43020
AT3G59060,AT5G43420
AT3G59060,AT5G43745
AT3G59060,AT5G43890
AT3G59060,AT5G44220
AT3G59060,AT5G44220
AT3G59060,AT5G44375
AT3G59060,AT5G45410
AT3G59060,AT5G46250
AT3G59060,AT5G46350
AT3G59060,AT5G46690
AT3G59060,AT5G47370
AT3G59060,AT5G47420
AT3G59060,AT5G47500
AT3G59060,AT5G47510
AT3G59060,AT5G47818
AT3G59060,AT5G47820
AT3G59060,AT5G48540
AT3G59060,AT5G48543
AT3G59060,AT5G48900
AT3G59060,AT5G48905
AT3G59060,AT5G49430
AT3G59060,AT5G49435
AT3G59060,AT5G49520
AT3G59060,AT5G51460
AT3G59060,AT5G52430
AT3G59060,AT5G52440
AT3G59060,AT5G52570
AT3G59060,AT5G52580
AT3G59060,AT5G52890
AT3G59060,AT5G53220
AT3G59060,AT5G53410
AT3G59060,AT5G53540
AT3G59060,AT5G53550
AT3G59060,AT5G53760
AT3G59060,AT5G53880
AT3G59060,AT5G53890
AT3G59060,AT5G53980
AT3G59060,AT5G54470
AT3G59060,AT5G54480
AT3G59060,AT5G54510
AT3G59060,AT5G54520
AT3G59060,AT5G54530
AT3G59060,AT5G54585
AT3G59060,AT5G54590
AT3G59060,AT5G55120
AT3G59060,AT5G55830
AT3G59060,AT5G56180
AT3G59060,AT5G56190
AT3G59060,AT5G56500
AT3G59060,AT5G56980
AT3G59060,AT5G57015
AT3G59060,AT5G57340
AT3G59060,AT5G57780
AT3G59060,AT5G57785
AT3G59060,AT5G58070
AT3G59060,AT5G58310
AT3G59060,AT5G58320
AT3G59060,AT5G58530
AT3G59060,AT5G58650
AT3G59060,AT5G58660
AT3G59060,AT5G59010
AT3G59060,AT5G59220
AT3G59060,AT5G59230
AT3G59060,AT5G59730
AT3G59060,AT5G59790
AT3G59060,AT5G60410
AT3G59060,AT5G60670
AT3G59060,AT5G60680
AT3G59060,AT5G60840
AT3G59060,AT5G60850
AT3G59060,AT5G60860
AT3G59060,AT5G61660
AT3G59060,AT5G61670
AT3G59060,AT5G61960
AT3G59060,AT5G61970
AT3G59060,AT5G61990
AT3G59060,AT5G62360
AT3G59060,AT5G62370
AT3G59060,AT5G62380
AT3G59060,AT5G62500
