TF,Target
AT2G20180,AT1G67510
AT2G20180,AT1G67590
AT2G20180,AT1G68020
AT2G20180,AT1G68160
AT2G20180,AT1G68170
AT2G20180,AT1G68190
AT2G20180,AT1G68430
AT2G20180,AT1G68440
AT2G20180,AT1G68550
AT2G20180,AT1G68550
AT2G20180,AT1G68560
AT2G20180,AT1G68660
AT2G20180,AT1G68670
AT2G20180,AT1G69010
AT2G20180,AT1G69030
AT2G20180,AT1G69260
AT2G20180,AT1G69260
AT2G20180,AT1G69295
AT2G20180,AT1G69410
AT2G20180,AT1G69570
AT2G20180,AT1G69690
AT2G20180,AT1G70280
AT2G20180,AT1G70300
AT2G20180,AT1G70645
AT2G20180,AT1G70750
AT2G20180,AT1G70760
AT2G20180,AT1G70940
AT2G20180,AT1G71080
AT2G20180,AT1G71090
AT2G20180,AT1G71520
AT2G20180,AT1G72280
AT2G20180,AT1G72290
AT2G20180,AT1G72450
AT2G20180,AT1G72460
AT2G20180,AT1G72470
AT2G20180,AT1G72490
AT2G20180,AT1G72810
AT2G20180,AT1G72820
AT2G20180,AT1G72990
AT2G20180,AT1G73000
AT2G20180,AT1G73120
AT2G20180,AT1G73130
AT2G20180,AT1G73480
AT2G20180,AT1G73660
AT2G20180,AT1G73670
AT2G20180,AT1G74088
AT2G20180,AT1G74490
AT2G20180,AT1G74500
AT2G20180,AT1G74690
AT2G20180,AT1G74700
AT2G20180,AT1G74770
AT2G20180,AT1G74780
AT2G20180,AT1G74840
AT2G20180,AT1G75060
AT2G20180,AT1G75070
AT2G20180,AT1G75170
AT2G20180,AT1G75360
AT2G20180,AT1G75380
AT2G20180,AT1G75388
AT2G20180,AT1G75430
AT2G20180,AT1G75440
AT2G20180,AT1G75450
AT2G20180,AT1G75530
AT2G20180,AT1G75820
AT2G20180,AT1G75830
AT2G20180,AT1G76135
AT2G20180,AT1G76240
AT2G20180,AT1G76380
AT2G20180,AT1G76390
AT2G20180,AT1G76500
AT2G20180,AT1G76600
AT2G20180,AT1G76620
AT2G20180,AT1G76890
AT2G20180,AT1G77280
AT2G20180,AT1G77290
AT2G20180,AT1G77740
AT2G20180,AT1G78080
AT2G20180,AT1G78140
AT2G20180,AT1G78150
AT2G20180,AT1G78170
AT2G20180,AT1G78170
AT2G20180,AT1G78700
AT2G20180,AT1G79090
AT2G20180,AT1G79100
AT2G20180,AT1G79110
AT2G20180,AT1G79360
AT2G20180,AT1G79370
AT2G20180,AT1G79530
AT2G20180,AT1G79580
AT2G20180,AT1G79590
AT2G20180,AT1G80280
AT2G20180,AT1G80290
AT2G20180,AT1G80390
AT2G20180,AT1G80400
AT2G20180,AT1G80420
AT2G20180,AT1G80440
AT2G20180,AT1G80460
AT2G20180,AT2G01140
AT2G20180,AT2G01150
AT2G20180,AT2G01420
AT2G20180,AT2G01422
AT2G20180,AT2G01490
AT2G20180,AT2G01570
AT2G20180,AT2G01670
AT2G20180,AT2G01930
AT2G20180,AT2G01940
AT2G20180,AT2G02170
AT2G20180,AT2G02180
AT2G20180,AT2G02860
AT2G20180,AT2G02870
AT2G20180,AT2G03040
AT2G20180,AT2G03120
AT2G20180,AT2G03700
AT2G20180,AT2G03710
AT2G20180,AT2G04350
AT2G20180,AT2G05160
AT2G20180,AT2G05914
AT2G20180,AT2G14210
AT2G20180,AT2G14210
AT2G20180,AT2G14840
AT2G20180,AT2G14980
AT2G20180,AT2G16594
AT2G20180,AT2G17370
AT2G20180,AT2G17720
AT2G20180,AT2G18000
AT2G20180,AT2G18090
AT2G20180,AT2G18140
AT2G20180,AT2G18170
AT2G20180,AT2G18193
AT2G20180,AT2G18550
AT2G20180,AT2G18700
AT2G20180,AT2G18780
AT2G20180,AT2G18790
AT2G20180,AT2G18876
AT2G20180,AT2G19180
AT2G20180,AT2G19460
AT2G20180,AT2G19660
AT2G20180,AT2G19806
AT2G20180,AT2G19806
AT2G20180,AT2G20370
AT2G20180,AT2G20470
AT2G20180,AT2G20515
AT2G20180,AT2G20520
AT2G20180,AT2G21510
AT2G20180,AT2G21520
AT2G20180,AT2G21880
AT2G20180,AT2G21890
AT2G20180,AT2G22190
AT2G20180,AT2G22770
AT2G20180,AT2G22770
AT2G20180,AT2G23130
AT2G20180,AT2G23320
AT2G20180,AT2G23430
AT2G20180,AT2G23440
AT2G20180,AT2G23450
AT2G20180,AT2G23460
AT2G20180,AT2G23790
AT2G20180,AT2G24230
AT2G20180,AT2G24240
AT2G20180,AT2G24270
AT2G20180,AT2G24280
AT2G20180,AT2G25460
AT2G20180,AT2G25470
AT2G20180,AT2G26120
AT2G20180,AT2G27170
AT2G20180,AT2G27180
AT2G20180,AT2G27229
AT2G20180,AT2G27250
AT2G20180,AT2G27260
AT2G20180,AT2G27350
AT2G20180,AT2G27360
AT2G20180,AT2G27500
AT2G20180,AT2G27505
AT2G20180,AT2G28056
AT2G20180,AT2G28420
AT2G20180,AT2G28890
AT2G20180,AT2G28890
AT2G20180,AT2G29550
AT2G20180,AT2G29560
AT2G20180,AT2G29980
AT2G20180,AT2G30340
AT2G20180,AT2G31010
AT2G20180,AT2G31130
AT2G20180,AT2G31140
AT2G20180,AT2G32020
AT2G20180,AT2G32415
AT2G20180,AT2G32430
AT2G20180,AT2G32930
AT2G20180,AT2G33040
AT2G20180,AT2G33050
AT2G20180,AT2G33800
AT2G20180,AT2G33810
AT2G20180,AT2G33847
AT2G20180,AT2G34010
AT2G20180,AT2G34180
AT2G20180,AT2G34185
AT2G20180,AT2G34490
AT2G20180,AT2G34650
AT2G20180,AT2G34655
AT2G20180,AT2G35950
AT2G20180,AT2G36050
AT2G20180,AT2G36053
AT2G20180,AT2G36270
AT2G20180,AT2G36410
AT2G20180,AT2G36571
AT2G20180,AT2G36580
AT2G20180,AT2G36960
AT2G20180,AT2G37630
AT2G20180,AT2G37980
AT2G20180,AT2G37990
AT2G20180,AT2G38060
AT2G20180,AT2G38070
AT2G20180,AT2G38400
AT2G20180,AT2G38905
AT2G20180,AT2G39170
AT2G20180,AT2G39175
AT2G20180,AT2G39180
AT2G20180,AT2G39190
AT2G20180,AT2G39350
AT2G20180,AT2G39450
AT2G20180,AT2G39460
AT2G20180,AT2G39730
AT2G20180,AT2G39740
AT2G20180,AT2G39805
AT2G20180,AT2G39810
AT2G20180,AT2G39860
AT2G20180,AT2G40008
AT2G20180,AT2G40300
AT2G20180,AT2G40310
AT2G20180,AT2G40530
AT2G20180,AT2G40540
AT2G20180,AT2G40810
AT2G20180,AT2G40970
AT2G20180,AT2G40980
AT2G20180,AT2G41070
AT2G20180,AT2G41150
AT2G20180,AT2G41170
AT2G20180,AT2G41380
AT2G20180,AT2G41420
AT2G20180,AT2G41430
AT2G20180,AT2G41500
AT2G20180,AT2G41745
AT2G20180,AT2G41850
AT2G20180,AT2G42030
AT2G20180,AT2G42040
AT2G20180,AT2G42365
AT2G20180,AT2G42610
AT2G20180,AT2G42620
AT2G20180,AT2G42640
AT2G20180,AT2G42650
AT2G20180,AT2G42770
AT2G20180,AT2G42780
AT2G20180,AT2G42960
AT2G20180,AT2G42970
AT2G20180,AT2G43490
AT2G20180,AT2G43500
AT2G20180,AT2G43680
AT2G20180,AT2G43710
AT2G20180,AT2G44210
AT2G20180,AT2G44490
AT2G20180,AT2G44500
AT2G20180,AT2G44500
AT2G20180,AT2G44660
AT2G20180,AT2G44670
AT2G20180,AT2G44745
AT2G20180,AT2G44750
AT2G20180,AT2G44810
AT2G20180,AT2G44910
AT2G20180,AT2G44920
AT2G20180,AT2G44910
AT2G20180,AT2G44920
AT2G20180,AT2G45050
AT2G20180,AT2G45200
AT2G20180,AT2G45210
AT2G20180,AT2G45412
AT2G20180,AT2G45420
AT2G20180,AT2G45430
AT2G20180,AT2G45730
AT2G20180,AT2G45740
AT2G20180,AT2G45820
AT2G20180,AT2G45830
AT2G20180,AT2G45880
AT2G20180,AT2G45890
AT2G20180,AT2G45910
AT2G20180,AT2G46225
AT2G20180,AT2G46290
AT2G20180,AT2G46300
AT2G20180,AT2G46340
AT2G20180,AT2G46360
AT2G20180,AT2G46410
AT2G20180,AT2G46420
AT2G20180,AT2G46680
AT2G20180,AT2G46700
AT2G20180,AT2G46710
AT2G20180,AT2G46770
AT2G20180,AT2G46780
AT2G20180,AT2G46800
AT2G20180,AT2G46970
AT2G20180,AT2G47350
AT2G20180,AT2G47500
AT2G20180,AT2G47760
AT2G20180,AT2G47770
AT2G20180,AT2G47780
AT2G20180,AT2G48020
AT2G20180,AT3G01490
AT2G20180,AT3G01513
AT2G20180,AT3G01516
AT2G20180,AT3G02110
AT2G20180,AT3G02120
AT2G20180,AT3G02140
AT2G20180,AT3G02150
AT2G20180,AT3G02410
AT2G20180,AT3G02493
AT2G20180,AT3G02500
AT2G20180,AT3G02550
AT2G20180,AT3G02570
AT2G20180,AT3G02580
AT2G20180,AT3G02570
AT2G20180,AT3G02580
AT2G20180,AT3G02980
AT2G20180,AT3G02990
AT2G20180,AT3G02980
AT2G20180,AT3G02990
AT2G20180,AT3G03200
AT2G20180,AT3G03210
AT2G20180,AT3G03250
AT2G20180,AT3G03670
AT2G20180,AT3G03680
AT2G20180,AT3G03790
AT2G20180,AT3G04860
AT2G20180,AT3G04870
AT2G20180,AT3G05020
AT2G20180,AT3G05130
AT2G20180,AT3G05160
AT2G20180,AT3G05890
AT2G20180,AT3G05905
AT2G20180,AT3G06125
AT2G20180,AT3G06650
AT2G20180,AT3G66652
AT2G20180,AT3G06778
AT2G20180,AT3G06780
AT2G20180,AT3G06868
AT2G20180,AT3G07340
AT2G20180,AT3G07350
AT2G20180,AT3G07360
AT2G20180,AT3G07380
AT2G20180,AT3G07390
AT2G20180,AT3G07760
AT2G20180,AT3G08630
AT2G20180,AT3G08720
AT2G20180,AT3G08762
AT2G20180,AT3G08885
AT2G20180,AT3G08890
AT2G20180,AT3G09280
AT2G20180,AT3G09285
AT2G20180,AT3G09520
AT2G20180,AT3G09680
AT2G20180,AT3G09690
AT2G20180,AT3G09975
AT2G20180,AT3G10260
AT2G20180,AT3G10415
AT2G20180,AT3G10420
AT2G20180,AT3G10960
AT2G20180,AT3G10985
AT2G20180,AT3G11490
AT2G20180,AT3G11700
AT2G20180,AT3G11770
AT2G20180,AT3G11910
AT2G20180,AT3G11920
AT2G20180,AT3G11930
AT2G20180,AT3G12120
AT2G20180,AT3G12300
AT2G20180,AT3G12320
AT2G20180,AT3G12590
AT2G20180,AT3G12600
AT2G20180,AT3G12920
AT2G20180,AT3G12930
AT2G20180,AT3G13600
AT2G20180,AT3G13600
AT2G20180,AT3G13720
AT2G20180,AT3G13810
AT2G20180,AT3G13890
AT2G20180,AT3G13970
AT2G20180,AT3G14050
AT2G20180,AT3G14205
AT2G20180,AT3G14240
AT2G20180,AT3G14330
AT2G20180,AT3G14370
AT2G20180,AT3G14440
AT2G20180,AT3G14450
AT2G20180,AT3G14590
AT2G20180,AT3G14595
AT2G20180,AT3G14810
AT2G20180,AT3G14820
AT2G20180,AT3G15095
AT2G20180,AT3G15200
AT2G20180,AT3G15210
AT2G20180,AT3G15900
AT2G20180,AT3G15909
AT2G20180,AT3G16000
AT2G20180,AT3G16010
AT2G20180,AT3G16050
AT2G20180,AT3G16060
AT2G20180,AT3G17110
AT2G20180,AT3G17250
AT2G20180,AT3G17510
AT2G20180,AT3G17770
AT2G20180,AT3G17780
AT2G20180,AT3G17830
AT2G20180,AT3G17850
AT2G20180,AT3G17860
AT2G20180,AT3G17850
AT2G20180,AT3G17860
AT2G20180,AT3G17998
AT2G20180,AT3G18035
AT2G20180,AT3G18040
AT2G20180,AT3G18485
AT2G20180,AT3G18518
AT2G20180,AT3G18710
AT2G20180,AT3G18750
AT2G20180,AT3G19170
AT2G20180,AT3G19180
AT2G20180,AT3G19260
AT2G20180,AT3G19270
AT2G20180,AT3G19274
AT2G20180,AT3G19380
AT2G20180,AT3G19390
AT2G20180,AT3G19420
AT2G20180,AT3G19530
AT2G20180,AT3G19540
AT2G20180,AT3G19580
AT2G20180,AT3G19590
AT2G20180,AT3G19820
AT2G20180,AT3G20250
AT2G20180,AT3G20640
AT2G20180,AT3G20900
AT2G20180,AT3G20910
AT2G20180,AT3G21320
AT2G20180,AT3G21320
AT2G20180,AT3G21330
AT2G20180,AT3G21865
AT2G20180,AT3G22750
AT2G20180,AT3G22760
AT2G20180,AT3G22820
AT2G20180,AT3G22830
AT2G20180,AT3G23050
AT2G20180,AT3G23230
AT2G20180,AT3G23637
AT2G20180,AT3G23640
AT2G20180,AT3G23660
AT2G20180,AT3G23670
AT2G20180,AT3G23910
AT2G20180,AT3G23920
AT2G20180,AT3G23930
AT2G20180,AT3G24040
AT2G20180,AT3G24050
AT2G20180,AT3G24090
AT2G20180,AT3G24503
AT2G20180,AT3G24650
AT2G20180,AT3G24840
AT2G20180,AT3G25400
AT2G20180,AT3G25610
AT2G20180,AT3G26210
AT2G20180,AT3G26440
AT2G20180,AT3G26511
AT2G20180,AT3G26530
AT2G20180,AT3G26750
AT2G20180,AT3G26760
AT2G20180,AT3G27680
AT2G20180,AT3G27690
AT2G20180,AT3G27960
AT2G20180,AT3G29320
AT2G20180,AT3G29575
AT2G20180,AT3G29648
AT2G20180,AT3G30380
AT2G20180,AT3G30775
AT2G20180,AT3G32030
AT2G20180,AT3G32035
AT2G20180,AT3G44310
AT2G20180,AT3G44320
AT2G20180,AT3G45220
AT2G20180,AT3G45230
AT2G20180,AT3G46010
AT2G20180,AT3G46590
AT2G20180,AT3G47370
AT2G20180,AT3G47380
AT2G20180,AT3G47420
AT2G20180,AT3G47430
AT2G20180,AT3G47500
AT2G20180,AT3G47510
AT2G20180,AT3G47620
AT2G20180,AT3G47940
AT2G20180,AT3G47950
AT2G20180,AT3G48060
AT2G20180,AT3G48070
AT2G20180,AT3G48231
AT2G20180,AT3G48235
AT2G20180,AT3G48260
AT2G20180,AT3G48270
AT2G20180,AT3G48390
AT2G20180,AT3G48610
AT2G20180,AT3G48620
AT2G20180,AT3G49570
AT2G20180,AT3G49810
AT2G20180,AT3G49820
AT2G20180,AT3G49810
AT2G20180,AT3G49820
AT2G20180,AT3G49950
AT2G20180,AT3G50060
AT2G20180,AT3G50060
AT2G20180,AT3G50620
AT2G20180,AT3G50625
AT2G20180,AT3G50660
AT2G20180,AT3G50665
AT2G20180,AT3G50800
AT2G20180,AT3G50870
AT2G20180,AT3G51230
AT2G20180,AT3G51400
AT2G20180,AT3G51660
AT2G20180,AT3G51670
AT2G20180,AT3G52500
AT2G20180,AT3G53040
AT2G20180,AT3G53050
AT2G20180,AT3G53170
AT2G20180,AT3G53180
AT2G20180,AT3G53200
AT2G20180,AT3G53210
AT2G20180,AT3G53350
AT2G20180,AT3G53360
AT2G20180,AT3G53380
AT2G20180,AT3G53390
AT2G20180,AT3G53830
AT2G20180,AT3G54500
AT2G20180,AT3G54510
AT2G20180,AT3G54960
AT2G20180,AT3G55240
AT2G20180,AT3G55250
AT2G20180,AT3G55573
AT2G20180,AT3G55580
AT2G20180,AT3G55610
AT2G20180,AT3G55620
AT2G20180,AT3G55980
AT2G20180,AT3G55990
AT2G20180,AT3G56090
AT2G20180,AT3G56275
AT2G20180,AT3G56350
AT2G20180,AT3G56360
AT2G20180,AT3G57540
AT2G20180,AT3G57550
AT2G20180,AT3G57800
AT2G20180,AT3G57810
AT2G20180,AT3G57870
AT2G20180,AT3G58193
AT2G20180,AT3G58620
AT2G20180,AT3G58640
AT2G20180,AT3G58840
AT2G20180,AT3G59490
AT2G20180,AT3G59500
AT2G20180,AT3G59970
AT2G20180,AT3G60090
AT2G20180,AT3G60160
AT2G20180,AT3G60220
AT2G20180,AT3G60390
AT2G20180,AT3G60400
AT2G20180,AT3G60400
AT2G20180,AT3G60897
AT2G20180,AT3G61460
AT2G20180,AT3G61470
AT2G20180,AT3G61890
AT2G20180,AT3G61897
AT2G20180,AT3G61960
AT2G20180,AT3G62090
AT2G20180,AT3G62097
AT2G20180,AT3G62100
AT2G20180,AT3G62570
AT2G20180,AT3G62620
AT2G20180,AT3G62630
AT2G20180,AT3G62700
AT2G20180,AT3G63460
AT2G20180,AT3G63470
AT2G20180,AT4G00070
AT2G20180,AT4G00080
AT2G20180,AT4G00740
AT2G20180,AT4G00750
AT2G20180,AT4G00810
AT2G20180,AT4G00820
AT2G20180,AT4G01090
AT2G20180,AT4G01100
AT2G20180,AT4G01120
AT2G20180,AT4G01130
AT2G20180,AT4G01250
AT2G20180,AT4G01245
AT2G20180,AT4G01400
AT2G20180,AT4G01410
AT2G20180,AT4G02005
AT2G20180,AT4G02010
AT2G20180,AT4G02110
AT2G20180,AT4G03010
AT2G20180,AT4G03280
AT2G20180,AT4G03390
AT2G20180,AT4G03560
AT2G20180,AT4G04210
AT2G20180,AT4G04330
AT2G20180,AT4G04340
AT2G20180,AT4G04870
AT2G20180,AT4G05020
AT2G20180,AT4G05180
AT2G20180,AT4G05190
AT2G20180,AT4G08151
AT2G20180,AT4G10010
AT2G20180,AT4G10020
AT2G20180,AT4G11050
AT2G20180,AT4G11190
AT2G20180,AT4G11330
AT2G20180,AT4G11800
AT2G20180,AT4G11810
AT2G20180,AT4G11820
AT2G20180,AT4G12000
AT2G20180,AT4G12005
AT2G20180,AT4G12120
AT2G20180,AT4G12130
AT2G20180,AT4G12420
AT2G20180,AT4G12423
AT2G20180,AT4G12690
AT2G20180,AT4G13050
AT2G20180,AT4G13250
AT2G20180,AT4G13540
AT2G20180,AT4G14130
AT2G20180,AT4G14135
AT2G20180,AT4G14290
AT2G20180,AT4G14300
AT2G20180,AT4G14470
AT2G20180,AT4G14470
AT2G20180,AT4G14490
AT2G20180,AT4G14500
AT2G20180,AT4G14560
AT2G20180,AT4G14680
AT2G20180,AT4G14690
AT2G20180,AT4G14770
AT2G20180,AT4G14780
AT2G20180,AT4G15230
AT2G20180,AT4G15233
AT2G20180,AT4G15300
AT2G20180,AT4G15310
AT2G20180,AT4G16140
AT2G20180,AT4G16155
AT2G20180,AT4G16160
AT2G20180,AT4G16180
AT2G20180,AT4G16190
AT2G20180,AT4G16250
AT2G20180,AT4G16370
AT2G20180,AT4G16380
AT2G20180,AT4G16500
AT2G20180,AT4G16510
AT2G20180,AT4G16620
AT2G20180,AT4G16770
AT2G20180,AT4G16780
AT2G20180,AT4G16780
AT2G20180,AT4G17420
AT2G20180,AT4G17612
AT2G20180,AT4G17615
AT2G20180,AT4G17800
AT2G20180,AT4G17810
AT2G20180,AT4G17940
AT2G20180,AT4G18140
AT2G20180,AT4G18150
AT2G20180,AT4G18170
AT2G20180,AT4G18170
AT2G20180,AT4G18230
AT2G20180,AT4G18240
AT2G20180,AT4G18360
AT2G20180,AT4G18370
AT2G20180,AT4G18390
AT2G20180,AT4G18395
AT2G20180,AT4G18630
AT2G20180,AT4G18700
AT2G20180,AT4G18710
AT2G20180,AT4G18815
AT2G20180,AT4G18820
AT2G20180,AT4G18815
AT2G20180,AT4G18820
AT2G20180,AT4G18880
AT2G20180,AT4G18890
AT2G20180,AT4G18920
AT2G20180,AT4G19040
AT2G20180,AT4G19112
AT2G20180,AT4G19230
AT2G20180,AT4G19390
AT2G20180,AT4G19395
AT2G20180,AT4G19420
AT2G20180,AT4G19430
AT2G20180,AT4G19690
AT2G20180,AT4G19700
AT2G20180,AT4G21437
AT2G20180,AT4G21440
AT2G20180,AT4G21445
AT2G20180,AT4G22250
AT2G20180,AT4G22590
AT2G20180,AT4G22730
AT2G20180,AT4G22980
AT2G20180,AT4G22990
AT2G20180,AT4G23000
AT2G20180,AT4G23040
AT2G20180,AT4G23050
AT2G20180,AT4G23490
AT2G20180,AT4G24190
AT2G20180,AT4G24240
AT2G20180,AT4G24660
AT2G20180,AT4G24760
AT2G20180,AT4G25260
AT2G20180,AT4G25280
AT2G20180,AT4G25380
AT2G20180,AT4G25480
AT2G20180,AT4G25520
AT2G20180,AT4G25530
AT2G20180,AT4G25620
AT2G20180,AT4G25630
AT2G20180,AT4G25690
AT2G20180,AT4G26690
AT2G20180,AT4G26700
AT2G20180,AT4G26880
AT2G20180,AT4G26890
AT2G20180,AT4G27300
AT2G20180,AT4G27310
AT2G20180,AT4G27330
AT2G20180,AT4G27657
AT2G20180,AT4G27780
AT2G20180,AT4G27950
AT2G20180,AT4G28630
AT2G20180,AT4G28640
AT2G20180,AT4G28720
AT2G20180,AT4G29090
AT2G20180,AT4G29090
AT2G20180,AT4G29130
AT2G20180,AT4G29930
AT2G20180,AT4G29940
AT2G20180,AT4G29950
AT2G20180,AT4G30410
AT2G20180,AT4G30420
AT2G20180,AT4G30710
AT2G20180,AT4G30810
AT2G20180,AT4G31370
AT2G20180,AT4G31380
AT2G20180,AT4G31390
AT2G20180,AT4G31540
AT2G20180,AT4G31750
AT2G20180,AT4G32020
AT2G20180,AT4G32272
AT2G20180,AT4G32280
AT2G20180,AT4G32290
AT2G20180,AT4G32295
AT2G20180,AT4G32480
AT2G20180,AT4G32800
AT2G20180,AT4G33467
AT2G20180,AT4G33530
AT2G20180,AT4G33540
AT2G20180,AT4G33905
AT2G20180,AT4G33980
AT2G20180,AT4G33990
AT2G20180,AT4G34000
AT2G20180,AT4G34230
AT2G20180,AT4G34240
AT2G20180,AT4G34320
AT2G20180,AT4G34410
AT2G20180,AT4G34410
